Country (Name),ASFIS species (Name),Unit (Name),Unit,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S,[2020],S
South-Eastern Asia,Halfbeaks nei,Tonnes - live weight,"TLW, Number",28449,,29147,,21343,,28418,,31631,,34205,,39073,,37570.34,,28476,,19897.38,,12390.75,
Southern Asia,Halfbeaks nei,Tonnes - live weight,"TLW, Number",30191,,6303,,8063,,14152,,6552,E,5204,E,5593,,7883,,7005,,5838,,9000,
Melanesia,Halfbeaks nei,Tonnes - live weight,"TLW, Number",50,,25,,30,E,30,E,32,E,30,E,33,E,33,E,33,E,33,E,33,E
Australia and New Zealand,Halfbeaks nei,Tonnes - live weight,"TLW, Number",405,,367,,375,,13,,16,,15,,28,,26,,21,,0,...,0,...
Polynesia,Heller's barracuda,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0.01,,0,...,0,...,0,...,0,...
Western Africa,"Herrings, sardines nei",Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Western Asia,"Herrings, sardines nei",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,6,,6,,0,N,0.24,,0.01,
South-Eastern Asia,"Herrings, sardines nei",Tonnes - live weight,"TLW, Number",0,...,0,...,0,,0,,0,,0,,0,,0,,0,,3800,,1600,
Northern America,Horse-eye jack,Tonnes - live weight,"TLW, Number",0,N,0,N,0,N,0,N,0,N,0,N,0,...,0,N,0,N,0,N,0,N
Caribbean,Horse-eye jack,Tonnes - live weight,"TLW, Number",0.28,,0.71,,0.65,,0.82,,0.93,,1.27,,0.72,,0.74,,0.77,,0.79,,1.32,
Western Asia,Hound needlefish,Tonnes - live weight,"TLW, Number",226,,181,,182,,284,,348,,245,,272,,268,E,249,,246.41,,206.33,
Western Africa,Hound needlefish,Tonnes - live weight,"TLW, Number",0,...,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,12,
Western Asia,Indian mackerel,Tonnes - live weight,"TLW, Number",27210,,25760,,27554,,27199,E,23989,E,20182,E,17847,,21996,E,24035,,22902.24,,22132.8,
Southern Asia,Indian mackerel,Tonnes - live weight,"TLW, Number",90670,,145675,,110888,,141280,,263361,E,264273,E,281572,,321182,,323762,,206047,,256972,
South-Eastern Asia,Indian mackerel,Tonnes - live weight,"TLW, Number",149895,,159626,,173019,,246534,,213400,,207386,,193002,,200210,,219214,,187320.59,,178070.09,
Eastern Europe,Indian mackerel,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Polynesia,Indian mackerel,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0.01,,0.01,,0,...
Melanesia,Indian mackerel,Tonnes - live weight,"TLW, Number",100,,200,,200,E,200,E,215,E,205,E,220,E,220,E,220,E,220,E,220,E
Micronesia,Indian mackerel,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Eastern Africa,Indian mackerel,Tonnes - live weight,"TLW, Number",4510,,4384,,4590,,4920.18,,4413.87,,4202.54,,3926.09,,4613.47,,4081.15,,5781.64,,5382.04,
Northern Africa,Indian mackerel,Tonnes - live weight,"TLW, Number",1492,,2181,,2143,,1867,,1828,,2124,,2927,,2286,,2804,,2660,,2925,
South-Eastern Asia,Indian mackerels nei,Tonnes - live weight,"TLW, Number",313289,,331501,,316206,,336285,,326735,,260459,,224775,,69028,,67589,,76036.13,,87105.21,
Western Asia,Indian mackerels nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Eastern Europe,Indian mackerels nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Eastern Africa,Indian mackerels nei,Tonnes - live weight,"TLW, Number",273,E,287,,444,,390.58,E,485.96,,138.98,,129.5,,192.78,,78.22,,84.01,,3.69,
Eastern Asia,Indian mackerels nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,,0,
Others,Indian mackerels nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Western Asia,Indian oil sardine,Tonnes - live weight,"TLW, Number",68547,,66962,,99289,,105248,E,110806,,121504,,127142,,149850,,317213,,303236,,458180.09,
Southern Asia,Indian oil sardine,Tonnes - live weight,"TLW, Number",361192,,436731,,460865,,445061,,630895,E,352504,E,340776,,452089,,269520,,274889,,262484,
Eastern Europe,Indian oil sardine,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Southern Asia,Indian pompano,Tonnes - live weight,"TLW, Number",304,,522,,799,,708,,527,,362,,544,,612,,565,,949,,710,E
Western Asia,Indian scad,Tonnes - live weight,"TLW, Number",1076,,1429,,1511,,1359,,1264,,1293,,1284,,1280,E,1300,,1281,,1271.41,
South-Eastern Asia,Indian scad,Tonnes - live weight,"TLW, Number",116881,,110899,,137172,,141980,,138912,,156950,,191019,,135878,,140654,,120698,,132931.89,
Eastern Asia,Indian scad,Tonnes - live weight,"TLW, Number",154,,293,,125,,165,,0,...,0,...,0,,0,,0,,0,,0,...
Micronesia,Island trevally,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.03,,0,...,0.02,
Polynesia,Island trevally,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0.03,,0,...,0.03,,0.08,,0.2,,0.06,,0.06,,0.19,
Western Africa,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",41312,,55977,,65747,,9380,,24468,,43823,,85074,,30481,,29366.03,,35066.6,,21835.24,
Eastern Asia,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",631,,3374,,17642,,5508,,6486,,4032,,737,,0,...,0,...,0,...,0,...
Northern Africa,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",46449,,41391,,42526,,54149,,48527,,55610,,57696.27,,44943.45,,43854,,48190.46,,44520.26,
Southern Africa,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",4,,0,,0,,0,,0,,0,,0,,0,,0,,0.06,,0,
Middle Africa,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",449,,445,E,440,E,484,,1488,,1256,E,741,E,688,E,689,E,690,E,687,E
Eastern Africa,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",15506,,1682,,998,,0,,0,,0,,0,,0,,0,,0,,0,
Central America,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",235325,,115943,,58580,,5285,,23894,,37442,,36679,,49315,,77216,,82356.57,,69630,E
Eastern Europe,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",128418,,101058,,74695,,118441,,84798,,95973,,115982,,84688,,64826,,41268,,48226,
Caribbean,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",33930,,22926,,4431,,21489,,67157,,61712,,45468,,57308,,0,,0,...,0,...
Western Asia,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",5252,E,2581,E,4066,E,3945,E,3564,E,3160,E,11528,,19600.93,,54104,,72211.76,,67242.13,E
Southern Asia,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,36510,E,39936,,51964,,49010,,48365,,69000,
Southern Europe,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",46617,,56709,,32233,,18841,,21352,,17023,,31824,,29907,,16843,,16552.57,,12670.16,
Australia and New Zealand,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",40988,,38685,,42758,,45026,,50404,,44505,,38965,,48015,,48313,,43134,,37356.13,
Northern Europe,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",91888,,55330,,7712,,27065,,34585,,37284,,72359,,21566,,14166,,0,...,7525,
Western Europe,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",6462,,11381,,6802,,3361,,2874,,3285,,3511,,6795,,6270,,6993,,4191.64,
Others,Jack and horse mackerels nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,2321,,0,...,1955,,0,,0,,0,...,0,...,0,...
Caribbean,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",521,,691,,609,,692,,679,,535,,520,,533.23,,616,,624.92,,448.02,
South America,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",10457,,11908,,15200,,11364,,9333,,11537,,6188,E,7701,E,5785,E,5935.44,E,5785,E
Central America,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",18874,,10292,,10275,,11598,,15760,,21036,,19336,,23350,,21656,,17573,,16764.64,
Eastern Europe,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",0,,0,,12,,22,,0,,0,,0,,25,,0,,0,...,0,...
Southern Asia,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",73376,,83814,,75362,,76438,,78218,E,85028,E,88594,,125248,,131991,,135224,,60798,
South-Eastern Asia,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",70357,,84650,,88580,,93737,,109470,,116175,,117004,,111447.17,,159683.3,,171648.77,,181237.59,
Western Asia,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",7275,,7774,,11627,,12568,,9354,,13832,,10736,,11517,,20119,,40654,,27921.18,
Northern America,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",63,,34,,71,,76,,95,,72,,72,,53,,40,,27,,66,
Melanesia,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",250,,350,,350,E,350,E,380,E,360,E,390,E,390,E,390,E,390,E,390,E
Micronesia,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",123,E,133,,431,,267,,260,,270,E,280,E,270,E,270,E,270,E,270,E
Polynesia,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",38,E,40,E,40,E,40,E,3,,3,E,3,E,0,,0,,0,,0,
Northern Europe,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",1,,434,,181,,132,,0,...,0,...,0,...,0,...,0,...,0,...,8.15,
Western Europe,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,33,,55,,0,,0,...,0,...
Southern Europe,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",0,...,0,N,0,N,0,...,82,,61,,95,,96,,103,,100,,106.38,
Northern Africa,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",1775,,2049,,1522,,1674,,1583,,2302,,2041,,1691,,1883,,2354,,2617,
Western Africa,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",4166,E,6686,,6101,,6928,,18990,,6160,E,8166,E,6276,E,14633.26,,19350.77,,16310.1,E
Eastern Asia,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",356,,391,,525,,435,,19,E,14,E,14,E,13,E,13,E,13,E,12,E
Middle Africa,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",553,,298,E,519,,325,E,322,E,350,,334,,1687,,2121,,2366.2,,2658.16,E
Others,"Jacks, crevalles nei",Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Eastern Asia,Japanese anchovy,Tonnes - live weight,"TLW, Number",1199195,,1321662,,1291905,,1324504,,1396011,,1336218,,1128357,,1060418,,958359,,927223.52,,969648.53,
Eastern Asia,Japanese flyingfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Eastern Asia,Japanese halfbeak,Tonnes - live weight,"TLW, Number",0,,396,,381,,672,,915,,1172,,598,,997,,610,,650,,759.26,
Eastern Asia,Japanese jack mackerel,Tonnes - live weight,"TLW, Number",210650,,250753,,202915,,204607,,217656,,236922,,193133,,212574,,188458,,188177.11,,194321.58,
Others,Japanese jack mackerel,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Eastern Asia,Japanese sardinella,Tonnes - live weight,"TLW, Number",1787,,1685,,2036,,891,,1497,,2852,,2003,,1501,,1827,,2168,,1177.07,
Eastern Asia,Japanese scad,Tonnes - live weight,"TLW, Number",34309,,32736,,26274,,25895,,17829,,18546,,32185,,26843,,27482,,31495.17,,19392.99,
Australia and New Zealand,King of herrings,Tonnes - live weight,"TLW, Number",0,,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Western Africa,Leerfish,Tonnes - live weight,"TLW, Number",188,,332,,122,,411,,646,,633,,1004,,1434,,269.51,,159.37,,67.42,
Southern Africa,Leerfish,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Northern Africa,Leerfish,Tonnes - live weight,"TLW, Number",46,,64,,65,,133,,155,,350,,250.03,,114.04,,168,,180.3,E,170,E
Middle Africa,Leerfish,Tonnes - live weight,"TLW, Number",72,,60,E,45,E,30,E,10,E,0,...,0,...,5,,5,,5,,3.56,
Eastern Europe,Leerfish,Tonnes - live weight,"TLW, Number",49,,605,,515,,197,,354,,263,,1273,,428,,120,,228,,1480,
Western Asia,Leerfish,Tonnes - live weight,"TLW, Number",883,,586,,349,,334,,174,,109,,187,,212,,182,,190.04,,140.98,
Southern Europe,Leerfish,Tonnes - live weight,"TLW, Number",223,,130,,62,,146,,115,,130,,95,,108,,207,,175.84,,89.67,
Western Europe,Leerfish,Tonnes - live weight,"TLW, Number",12,,212,,44,,0,N,21,,4,,11,,97,,6,,3,,1.09,
Northern Europe,Leerfish,Tonnes - live weight,"TLW, Number",512,,587,,21,,121,,687,,4,,36,,6,,139.99,,28.17,,438.1,
Others,Leerfish,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Southern Europe,Lesser amberjack,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.13,
Northern America,Lesser amberjack,Tonnes - live weight,"TLW, Number",19,,23,,5,,10,,3,,3,,3,,10,,1,,3,,1,
Western Asia,Live sharksucker,Tonnes - live weight,"TLW, Number",0,N,0,,0,N,0,N,3,,3,E,3,E,3,E,3,E,3,E,3,E
Northern America,Live sharksucker,Tonnes - live weight,"TLW, Number",0,N,0,...,0,...,0,...,0,N,0,...,0,...,0,N,0,N,0,...,0,...
South America,Longfin halfbeak,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.3,,145.95,,144.54,
Western Africa,Longfin pompano,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,4.54,
Northern America,Longfin yellowtail,Tonnes - live weight,"TLW, Number",122,,131,,154,,105,,118,,80,,83,,80,,98,,97,,87,
South America,Longfin yellowtail,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,326,,356,E,389,E,364.6,E,335,E
Caribbean,Longfin yellowtail,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0.05,,0,...,0.26,,0.03,,0,...
Southern Europe,Longfin yellowtail,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,25,,20,,19,,10,,10.66,,11.11,
Polynesia,Longfin yellowtail,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0.07,,0,...,0.07,,0.01,,0.05,,0.03,,0.02,,0,...
South America,Longjaw leatherjacket,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,1,,3.2,,0,...
South America,Longnose anchovy,Tonnes - live weight,"TLW, Number",60727,,23678,,12022,,190,,213,,664,,2809,,652,,539,,20.23,,0.22,
Polynesia,Longnose trevally,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,...
Western Asia,Longnose trevally,Tonnes - live weight,"TLW, Number",0,...,3884,,2332,,2500,,2500,,2600,,2450,,2250,,2400,,1760,,2425,
Northern America,Lookdown,Tonnes - live weight,"TLW, Number",5,,4,,8,,4,,5,,5,,3,,4,,3,,7,,19,
Caribbean,Mackerel scad,Tonnes - live weight,"TLW, Number",0,...,0,...,24.2,,69.45,,57.59,,0.12,,26.29,,16.85,,46.93,,60.17,,84.15,
Polynesia,Mackerel scad,Tonnes - live weight,"TLW, Number",0,...,0,,0.04,,0,...,0,...,0.01,,0,...,0,...,0,...,0,...,0,...
Southern Africa,Mackerels nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Northern Africa,Mackerels nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
Eastern Asia,Mackerels nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,...,0,,0,
Western Africa,Mackerels nei,Tonnes - live weight,"TLW, Number",2918,,3086,,3571,,3871,,3880,,3912,,3883,,3559,,3435,,3134.32,,3093.1,
Eastern Africa,Mackerels nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Middle Africa,Mackerels nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,1257,,1336,,1414,,1330,E
South America,Mackerels nei,Tonnes - live weight,"TLW, Number",1911,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Caribbean,Mackerels nei,Tonnes - live weight,"TLW, Number",830.7,E,500.47,E,565.85,E,615.22,E,525.73,E,476.53,E,546.7,E,546.5,E,546.2,E,546.45,E,0.16,
Eastern Europe,Mackerels nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
South-Eastern Asia,Mackerels nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,80230,,92521,,94003.47,,102306.28,
Southern Asia,Mackerels nei,Tonnes - live weight,"TLW, Number",24890,,30860,,36410,,38940,,35422,,30678,,36375,,32893,,45722,,39223.7,,33438.7,
Northern America,Mackerels nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,...,0,...
Western Asia,Mackerels nei,Tonnes - live weight,"TLW, Number",160,E,120,E,80,E,40,E,6,,49,,17,,23,,0,,0,...,20,E
Melanesia,Mackerels nei,Tonnes - live weight,"TLW, Number",44,,56,,79,,39,,36,,65,,54,,99,,50,,36,,27.55,
Western Europe,Mackerels nei,Tonnes - live weight,"TLW, Number",0,...,33,,28,,56,,10,,47,,33,,39,,28,,68,,7.02,
Northern Europe,Mackerels nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Australia and New Zealand,Mackerels nei,Tonnes - live weight,"TLW, Number",3783,,3198,,2831,,1299.28,,1329.68,,1343.99,,1418.67,,1456.7,,1348.92,,1263.92,,6427.93,
Southern Europe,Mackerels nei,Tonnes - live weight,"TLW, Number",2330,,7715,,5359,,1767,,416,,256,,121,,760,,152,,45.39,,73.53,
Others,Mackerels nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Eastern Europe,Madeiran sardinella,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Western Europe,Madeiran sardinella,Tonnes - live weight,"TLW, Number",1813,,2632,,267,,24,,1200,,87,,216,,0,,0,...,1,,0,...
Northern Europe,Madeiran sardinella,Tonnes - live weight,"TLW, Number",1694,,2121,,107,,0,...,81,,0,...,82,,51,,320,,82.46,,90.5,
Southern Europe,Madeiran sardinella,Tonnes - live weight,"TLW, Number",158,,198,,94,,101,,112,,40,,77,,66,,53,,28.62,,14.81,
Northern Africa,Madeiran sardinella,Tonnes - live weight,"TLW, Number",45498,,75643,,93460,,81227,,50872,,35311,,8551,,24319,,16958,,4555.7,,1226.13,
Western Africa,Madeiran sardinella,Tonnes - live weight,"TLW, Number",108585,,123708,,153830.09,,145626,,116681.76,,115762,,118566,,131871,,114004.3,,121183.05,,133535.62,
Middle Africa,Madeiran sardinella,Tonnes - live weight,"TLW, Number",4780,,10552,,4827,,3105,,5108,,5612,,875,,3043,,5655,,2683,,2578,
Western Asia,Malabar trevally,Tonnes - live weight,"TLW, Number",359,,537,,398,,385,,298,,173,,299,,357,,219,,314,,213.57,
South America,Maracaibo leatherjacket,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,286,,295,E,295,E,295,E,295,E
South America,Marini's anchovy,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Australia and New Zealand,Mediterranean dealfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,15.6,,9.15,
Southern Europe,Mediterranean dealfish,Tonnes - live weight,"TLW, Number",0,,59,,2,,1,,0,,0,,0,,0,N,0,,0,...,0,...
Southern Europe,Mediterranean flyingfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,17.91,,7.79,
Northern Africa,Mediterranean horse mackerel,Tonnes - live weight,"TLW, Number",854,,971,,995,,732,,719,,623,,680,,504,,446,,400,,484,
Western Europe,Mediterranean horse mackerel,Tonnes - live weight,"TLW, Number",227,,381,,445,,566,,457,,417,,458,E,0,...,0,...,10.5,,0,...
Southern Europe,Mediterranean horse mackerel,Tonnes - live weight,"TLW, Number",2778,,2562,,2358,,3726,,3844,,4095,,3473,,3979,,4055,,4219.68,,3666.85,
Eastern Europe,Mediterranean horse mackerel,Tonnes - live weight,"TLW, Number",369,,691,,941,,1145,,213,,102,,202,,203,,233,,131.25,,140.24,
Western Asia,Mediterranean horse mackerel,Tonnes - live weight,"TLW, Number",14498,,18100,,25070,,22318,,12763,,14890,,9513,,8372.2,,14256.65,,13273.04,,7639.8,
Northern Africa,Mediterranean sand smelt,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,74,,0,...,0,,0,...,0,,0,,0,,0,
Southern Europe,Mediterranean sand smelt,Tonnes - live weight,"TLW, Number",0,...,13,,6,,9,,6,,5,,8,,11,,5,,3,,2.15,
South America,Mexican barracuda,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,39,,165,,0,...,1483,,2049,,792,,648.06,,1136.54,
South America,Needlefishes nei,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,780,,0,...,15,,21,,45,,4.59,,0,...
Western Asia,Needlefishes nei,Tonnes - live weight,"TLW, Number",455,,517,,396,,875,,780,,954,,724,,1396,,1113,,1152,,620.1,
South-Eastern Asia,Needlefishes nei,Tonnes - live weight,"TLW, Number",20726,,18937,,17841,,14651,,16033,,22909,,24950,,24483,E,24145,,26505.74,,26510.58,
Northern Africa,Needlefishes nei,Tonnes - live weight,"TLW, Number",284,,385,,335,,309,,405,,332,,112,,227,,212,,216,,253,
Caribbean,"Needlefishes, etc. nei",Tonnes - live weight,"TLW, Number",77.46,,133.6,,232.95,,200.59,,161.22,,190,,133.07,,98.68,,160.64,,70.45,,36.61,
South America,"Needlefishes, etc. nei",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,3,,15,,243,,48.16,,0,...
Northern America,"Needlefishes, etc. nei",Tonnes - live weight,"TLW, Number",2,,3,,2,,1,,1,,1,,1,,1,,1,,1,,0.6,
South-Eastern Asia,"Needlefishes, etc. nei",Tonnes - live weight,"TLW, Number",0,...,0,...,0,,0,,0,,0,,0,,0,,0,,270,,830,
Polynesia,"Needlefishes, etc. nei",Tonnes - live weight,"TLW, Number",0,,0,,0.01,,0,...,0,...,0,...,0,...,0.02,,0,...,0,...,0,...
Southern Europe,"Needlefishes, etc. nei",Tonnes - live weight,"TLW, Number",2,,4,,0,N,0,N,0,N,0,N,0,N,8,,0,N,0.26,,0.12,
Australia and New Zealand,"Needlefishes, etc. nei",Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Northern Europe,"Needlefishes, etc. nei",Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...
Western Africa,"Needlefishes, etc. nei",Tonnes - live weight,"TLW, Number",814,,894,,834,,1335,,1293,,2355,,2442,,1054,,875,,1359.43,E,1169.93,
Middle Africa,"Needlefishes, etc. nei",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,173,,257,,274,,289.58,,275.68,E
Eastern Africa,"Needlefishes, etc. nei",Tonnes - live weight,"TLW, Number",3,,2,,0.01,,0,N,0,N,52.46,,196.86,,1825.6,,1980.1,E,2094.8,E,493.26,E
Western Asia,Needlescaled queenfish,Tonnes - live weight,"TLW, Number",262,,272,,257,,294,,263,,255,,223,,220,E,271,,266.01,,245.23,
Western Asia,Obtuse barracuda,Tonnes - live weight,"TLW, Number",159,,172,,169,,177,,169,,174,,179,,175,E,175,,172.06,,170.51,
Southern Europe,Obtuse barracuda,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,
Southern Africa,Ocean sunfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Eastern Asia,Ocean sunfish,Tonnes - live weight,"TLW, Number",534,,556,,354,,0,...,755,,986,,386,,427,,274,,451.46,,301.2,
Northern Europe,Ocean sunfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0.03,,0,...,0,...,0,...,0,...,0,,0.01,
Western Europe,Ocean sunfish,Tonnes - live weight,"TLW, Number",4,,0,N,6,,0,N,0,N,0,,0,,0,,0,N,0,,0,...
Southern Europe,Ocean sunfish,Tonnes - live weight,"TLW, Number",0,...,0,...,0,N,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0.01,
South America,Ocean sunfish,Tonnes - live weight,"TLW, Number",22,,16,,1,,0,,0,,0,,0,,0,,0,,0,N,0,
Northern America,Ocean sunfish,Tonnes - live weight,"TLW, Number",0,N,0,N,0,N,0,N,0,N,0,...,706,,0,...,0,...,0,N,0,...
Eastern Africa,Opah,Tonnes - live weight,"TLW, Number",0,...,0,...,0.04,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.1,
Polynesia,Opah,Tonnes - live weight,"TLW, Number",115.09,,134,,136,,143.04,,116.01,,154.86,,139.01,,138.66,E,138.63,E,138.27,E,138.32,E
Southern Europe,Opah,Tonnes - live weight,"TLW, Number",1,,0,N,0,N,104,,70,,29,,12,,54,,34,,39.29,,36.37,
Australia and New Zealand,Opah,Tonnes - live weight,"TLW, Number",113,,107,,96,,81,,70,,1,,66,,57,,70,,45,,51.92,
Northern Europe,Opah,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0.3,,0.1,
Eastern Europe,Opah,Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...
South America,Opah,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,21,,90,,47.84,,87.09,
Northern America,Opah,Tonnes - live weight,"TLW, Number",827,,710,,703,,940,,909,,938,,0,...,822,,1055,,732,,0,N
Australia and New Zealand,Opahs nei,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,
